station,datetime,clouds,predicted_clouds_t+1
SPHZ,2025-07-12 23:00:00,0,-0.5216187168175871
SPJC,2025-05-19 23:00:00,82,82.40867194496462
SPJR,2025-07-12 23:00:00,5,6.284598203407955
SPQU,2025-07-12 23:00:00,0,0.8985074183784736
SPRU,2025-07-12 23:00:00,64,64.5443730934307
SPZO,2025-07-12 23:00:00,0,0.6619690662071346
