station,datetime,temperature_2m,dew_point_2m,cloudcover,windspeed_10m,windgusts_10m,visibility,precipitation,pressure_msl
SPHZ,2025-05-14 00:00:00,16.7,5.3,82,3.0,9.7,24140.0,0.0,1015.9
SPHZ,2025-05-14 01:00:00,16.4,5.4,50,3.2,7.9,24140.0,0.0,1016.1
SPHZ,2025-05-14 02:00:00,15.9,5.2,81,4.0,6.8,24140.0,0.0,1016.1
SPHZ,2025-05-14 03:00:00,15.5,4.8,96,5.6,10.4,24140.0,0.0,1015.7
SPHZ,2025-05-14 04:00:00,15.4,4.7,74,5.8,11.2,24140.0,0.0,1015.3
SPHZ,2025-05-14 05:00:00,15.1,4.5,15,6.3,12.6,24140.0,0.0,1015.3
SPHZ,2025-05-14 06:00:00,15.2,3.9,13,8.1,16.9,24140.0,0.0,1015.7
SPHZ,2025-05-14 07:00:00,15.7,4.4,0,8.0,16.6,24140.0,0.0,1016.3
SPHZ,2025-05-14 08:00:00,17.8,7.8,0,2.2,16.6,24140.0,0.0,1017.0
SPHZ,2025-05-14 09:00:00,19.3,7.4,0,5.4,16.2,24140.0,0.0,1018.5
SPHZ,2025-05-14 10:00:00,20.4,8.7,0,8.4,19.4,24140.0,0.0,1018.5
SPHZ,2025-05-14 11:00:00,20.5,11.5,5,12.9,28.1,24140.0,0.0,1018.4
SPHZ,2025-05-14 12:00:00,19.6,13.1,46,12.8,29.9,24140.0,0.0,1018.4
SPHZ,2025-05-14 13:00:00,19.5,13.5,69,13.3,29.5,24140.0,0.0,1017.5
SPHZ,2025-05-14 14:00:00,18.8,13.6,70,11.8,28.8,24140.0,0.0,1016.8
SPHZ,2025-05-14 15:00:00,17.7,13.8,88,11.1,26.3,24140.0,0.0,1016.4
SPHZ,2025-05-14 16:00:00,17.2,13.7,88,8.5,24.5,24140.0,0.0,1016.2
SPHZ,2025-05-14 17:00:00,16.3,13.8,90,6.4,20.2,24140.0,0.0,1016.6
SPHZ,2025-05-14 18:00:00,15.3,13.5,85,3.2,14.0,24140.0,0.0,1016.7
SPHZ,2025-05-14 19:00:00,14.9,13.3,73,1.9,7.9,24140.0,0.0,1017.1
SPHZ,2025-05-14 20:00:00,14.4,13.1,65,1.8,4.3,24140.0,0.0,1017.7
SPHZ,2025-05-14 21:00:00,14.3,12.2,43,1.8,4.0,24140.0,0.0,1018.4
SPHZ,2025-05-14 22:00:00,14.2,11.2,0,2.9,5.4,24140.0,0.0,1018.6
SPHZ,2025-05-14 23:00:00,14.6,10.0,0,5.6,10.8,24140.0,0.0,1018.1
SPHZ,2025-05-15 00:00:00,15.3,9.0,0,6.8,14.0,22620.0,0.0,1017.3
SPHZ,2025-05-15 01:00:00,16.0,8.5,16,3.8,15.1,24140.0,0.0,1016.8
SPHZ,2025-05-15 02:00:00,15.5,8.3,7,2.7,10.8,20520.0,0.0,1016.8
SPHZ,2025-05-15 03:00:00,15.5,7.8,34,4.1,13.7,22080.0,0.0,1016.6
SPHZ,2025-05-15 04:00:00,15.1,7.4,40,4.0,14.8,24140.0,0.0,1016.6
SPHZ,2025-05-15 05:00:00,15.0,7.0,29,5.5,18.0,24140.0,0.0,1016.5
SPHZ,2025-05-15 06:00:00,15.1,6.4,36,5.8,18.4,24140.0,0.0,1016.5
SPHZ,2025-05-15 07:00:00,15.6,6.6,42,6.4,19.8,24140.0,0.0,1017.0
SPHZ,2025-05-15 08:00:00,17.3,9.0,29,3.4,19.8,24140.0,0.0,1017.9
SPHZ,2025-05-15 09:00:00,18.7,9.8,3,6.2,23.0,24140.0,0.0,1019.3
SPHZ,2025-05-15 10:00:00,19.1,11.6,35,11.5,26.6,24140.0,0.0,1019.7
SPHZ,2025-05-15 11:00:00,18.7,12.9,69,9.6,27.0,24140.0,0.0,1019.6
SPHZ,2025-05-15 12:00:00,18.7,12.9,79,11.7,26.3,24140.0,0.0,1019.1
SPHZ,2025-05-15 13:00:00,18.4,12.6,87,11.3,25.9,24140.0,0.0,1018.4
SPHZ,2025-05-15 14:00:00,17.7,12.8,90,10.1,25.2,21420.0,0.0,1017.5
SPHZ,2025-05-15 15:00:00,17.5,13.2,81,8.3,23.0,24140.0,0.0,1016.7
SPHZ,2025-05-15 16:00:00,16.6,13.7,79,7.7,20.5,24140.0,0.0,1016.6
SPHZ,2025-05-15 17:00:00,15.6,14.3,80,8.0,21.2,22160.0,0.0,1017.2
SPHZ,2025-05-15 18:00:00,15.0,14.3,100,4.6,17.3,14360.0,0.0,1017.6
SPHZ,2025-05-15 19:00:00,14.7,14.2,99,2.3,14.4,22340.0,0.0,1018.2
SPHZ,2025-05-15 20:00:00,14.4,14.1,79,1.9,17.3,23480.0,0.0,1019.1
SPHZ,2025-05-15 21:00:00,14.1,14.0,94,1.3,19.1,23960.0,0.0,1019.7
SPHZ,2025-05-15 22:00:00,13.9,13.8,94,2.9,20.5,19460.0,0.0,1019.9
SPHZ,2025-05-15 23:00:00,14.0,13.2,79,3.4,20.9,13320.0,0.0,1019.7
SPHZ,2025-05-16 00:00:00,14.0,13.0,88,3.2,20.9,14020.0,0.0,1019.3
SPHZ,2025-05-16 01:00:00,13.9,12.5,69,2.7,20.9,13220.0,0.0,1018.9
SPHZ,2025-05-16 02:00:00,13.5,12.4,61,1.3,20.9,19600.0,0.0,1018.5
SPHZ,2025-05-16 03:00:00,12.8,12.5,58,0.7,18.7,22600.0,0.0,1018.3
SPHZ,2025-05-16 04:00:00,12.8,12.0,40,3.4,19.4,24140.0,0.0,1018.5
SPHZ,2025-05-16 05:00:00,13.9,10.7,27,4.0,23.4,24140.0,0.0,1018.5
SPHZ,2025-05-16 06:00:00,13.5,10.3,26,2.1,22.0,24140.0,0.0,1018.9
SPHZ,2025-05-16 07:00:00,13.9,10.3,16,3.4,21.2,24140.0,0.0,1019.3
SPHZ,2025-05-16 08:00:00,15.8,11.4,3,2.8,23.0,24140.0,0.0,1020.2
SPHZ,2025-05-16 09:00:00,17.3,12.7,38,6.4,27.4,24140.0,0.0,1021.2
SPHZ,2025-05-16 10:00:00,17.5,13.7,73,10.8,28.1,24140.0,0.0,1021.3
SPHZ,2025-05-16 11:00:00,17.8,13.9,72,11.0,28.1,24140.0,0.0,1020.8
SPHZ,2025-05-16 12:00:00,17.6,14.5,97,12.6,27.7,23760.0,0.0,1020.3
SPHZ,2025-05-16 13:00:00,17.0,14.6,100,12.1,27.7,21200.0,0.0,1019.3
SPHZ,2025-05-16 14:00:00,15.9,14.7,100,10.8,27.0,20240.0,0.0,1018.5
SPHZ,2025-05-16 15:00:00,15.6,14.6,100,9.8,23.4,20220.0,0.0,1017.8
SPHZ,2025-05-16 16:00:00,14.8,14.7,100,9.5,22.0,16980.0,0.0,1017.8
SPHZ,2025-05-16 17:00:00,14.4,14.4,100,10.0,21.2,18500.0,0.0,1018.2
SPHZ,2025-05-16 18:00:00,14.0,14.0,100,8.2,21.2,12720.0,0.1,1018.7
SPHZ,2025-05-16 19:00:00,13.6,13.3,100,5.0,17.3,21160.0,0.0,1019.4
SPHZ,2025-05-16 20:00:00,13.4,13.1,93,1.9,15.1,21800.0,0.0,1020.4
SPHZ,2025-05-16 21:00:00,13.2,12.9,70,2.4,13.3,21040.0,0.0,1021.3
SPHZ,2025-05-16 22:00:00,13.0,12.4,61,2.8,11.9,23120.0,0.0,1021.4
SPHZ,2025-05-16 23:00:00,12.3,11.7,45,3.1,11.2,23060.0,0.0,1021.3
SPHZ,2025-05-17 00:00:00,12.0,11.0,37,3.1,10.4,24140.0,0.0,1021.3
SPHZ,2025-05-17 01:00:00,11.7,10.5,0,4.2,10.4,24140.0,0.0,1020.8
SPHZ,2025-05-17 02:00:00,11.8,9.9,19,3.8,10.4,24140.0,0.0,1020.3
SPHZ,2025-05-17 03:00:00,12.2,9.4,37,3.7,10.4,24140.0,0.0,1019.6
SPHZ,2025-05-17 04:00:00,12.4,8.9,56,3.7,10.4,20800.0,0.0,1019.3
SPHZ,2025-05-17 05:00:00,12.3,8.4,39,4.3,11.9,24140.0,0.0,1019.5
SPHZ,2025-05-17 06:00:00,12.1,8.2,22,4.8,13.3,24140.0,0.0,1020.0
SPHZ,2025-05-17 07:00:00,12.5,8.4,5,4.1,14.8,24140.0,0.0,1020.5
SPHZ,2025-05-17 08:00:00,14.2,9.6,17,1.8,17.6,24140.0,0.0,1021.1
SPHZ,2025-05-17 09:00:00,16.4,11.2,29,6.5,20.9,24140.0,0.0,1021.7
SPHZ,2025-05-17 10:00:00,17.9,12.6,41,10.7,23.8,24140.0,0.0,1022.0
SPHZ,2025-05-17 11:00:00,17.9,13.4,61,12.1,23.8,23360.0,0.0,1021.7
SPHZ,2025-05-17 12:00:00,17.0,13.7,80,11.5,23.8,22360.0,0.0,1021.1
SPHZ,2025-05-17 13:00:00,16.3,13.9,100,11.0,23.8,24140.0,0.0,1020.5
SPHZ,2025-05-17 14:00:00,16.1,14.1,100,10.5,22.3,24140.0,0.0,1020.0
SPHZ,2025-05-17 15:00:00,16.0,14.0,100,9.7,20.9,24140.0,0.0,1019.5
SPHZ,2025-05-17 16:00:00,15.7,13.9,100,8.3,19.4,22960.0,0.0,1019.2
SPHZ,2025-05-17 17:00:00,14.9,13.6,93,6.3,18.7,10940.0,0.0,1019.3
SPHZ,2025-05-17 18:00:00,13.9,13.1,86,3.8,17.6,22080.0,0.0,1019.7
SPHZ,2025-05-17 19:00:00,13.1,12.6,79,2.3,16.9,22000.0,0.0,1020.1
SPHZ,2025-05-17 20:00:00,12.5,11.7,53,1.9,17.6,24140.0,0.0,1020.4
SPHZ,2025-05-17 21:00:00,12.0,10.6,26,2.9,18.0,24140.0,0.0,1020.7
SPHZ,2025-05-17 22:00:00,11.8,9.9,0,3.8,18.7,24140.0,0.0,1020.8
SPHZ,2025-05-17 23:00:00,11.7,9.5,7,4.2,18.0,24140.0,0.0,1020.7
SPHZ,2025-05-18 00:00:00,11.9,9.3,15,4.2,17.6,24140.0,0.0,1020.5
SPHZ,2025-05-18 01:00:00,12.0,9.0,22,4.3,16.9,22160.0,0.0,1020.2
SPHZ,2025-05-18 02:00:00,12.0,8.6,48,4.4,15.1,16580.0,0.0,1019.8
SPHZ,2025-05-18 03:00:00,11.9,8.2,74,4.6,13.7,24140.0,0.0,1019.4
SPHZ,2025-05-18 04:00:00,11.9,7.6,100,4.9,11.9,24140.0,0.0,1019.2
SPHZ,2025-05-18 05:00:00,11.9,7.0,100,5.5,13.3,24140.0,0.0,1019.3
SPHZ,2025-05-18 06:00:00,11.9,6.2,100,6.0,14.4,24140.0,0.0,1019.7
SPHZ,2025-05-18 07:00:00,12.4,6.0,100,4.9,15.8,24140.0,0.0,1020.1
SPHZ,2025-05-18 08:00:00,14.1,7.0,100,0.7,20.5,24140.0,0.0,1020.7
SPHZ,2025-05-18 09:00:00,16.4,8.6,100,6.2,25.6,24140.0,0.0,1021.5
SPHZ,2025-05-18 10:00:00,18.0,10.1,100,10.8,30.2,24140.0,0.0,1021.8
SPHZ,2025-05-18 11:00:00,18.6,11.4,96,13.3,31.0,24140.0,0.0,1021.4
SPHZ,2025-05-18 12:00:00,18.5,12.5,93,14.5,32.0,24140.0,0.0,1020.6
SPHZ,2025-05-18 13:00:00,18.3,13.1,89,14.4,32.8,20400.0,0.0,1019.9
SPHZ,2025-05-18 14:00:00,18.0,13.1,89,12.7,29.2,21640.0,0.0,1019.3
SPHZ,2025-05-18 15:00:00,17.5,12.8,90,9.4,25.2,22900.0,0.0,1018.7
SPHZ,2025-05-18 16:00:00,16.9,12.5,90,6.6,21.6,24140.0,0.0,1018.3
SPHZ,2025-05-18 17:00:00,16.0,12.2,90,3.5,16.2,20700.0,0.0,1018.3
SPHZ,2025-05-18 18:00:00,15.0,11.9,89,0.8,10.4,17240.0,0.0,1018.4
SPHZ,2025-05-18 19:00:00,14.2,11.6,89,1.6,5.0,13800.0,0.0,1018.6
SPHZ,2025-05-18 20:00:00,14.1,10.7,85,2.9,9.7,17240.0,0.0,1018.7
SPHZ,2025-05-18 21:00:00,14.3,9.7,82,3.7,14.4,20700.0,0.0,1018.9
SPHZ,2025-05-18 22:00:00,14.3,8.9,78,4.2,19.1,24140.0,0.0,1018.9
SPHZ,2025-05-18 23:00:00,13.9,8.8,62,4.2,18.0,23640.0,0.0,1018.7
SPHZ,2025-05-19 00:00:00,13.4,8.9,47,3.9,17.3,23140.0,0.0,1018.5
SPHZ,2025-05-19 01:00:00,13.2,8.3,31,3.9,16.2,22640.0,0.0,1018.0
SPHZ,2025-05-19 02:00:00,13.7,6.1,31,4.4,18.7,23140.0,0.0,1017.2
SPHZ,2025-05-19 03:00:00,14.6,2.5,30,5.7,21.2,23640.0,0.0,1016.2
SPHZ,2025-05-19 04:00:00,15.2,-1.0,30,6.5,23.8,24140.0,0.0,1015.6
SPHZ,2025-05-19 05:00:00,15.4,-0.4,21,7.6,22.0,23860.0,0.0,1015.7
SPHZ,2025-05-19 06:00:00,15.4,1.8,11,9.0,20.5,23600.0,0.0,1016.1
SPHZ,2025-05-19 07:00:00,15.7,4.1,2,8.5,18.7,23320.0,0.0,1016.7
SPHZ,2025-05-19 08:00:00,16.9,5.5,25,4.5,18.0,23220.0,0.0,1017.6
SPHZ,2025-05-19 09:00:00,18.5,7.0,47,1.5,17.3,23140.0,0.0,1018.6
SPHZ,2025-05-19 10:00:00,19.5,8.8,70,6.1,16.6,23040.0,0.0,1019.3
SPHZ,2025-05-19 11:00:00,19.5,10.7,76,8.3,19.8,21040.0,0.0,1019.4
SPHZ,2025-05-19 12:00:00,18.8,12.6,83,9.8,23.4,19040.0,0.0,1019.2
SPHZ,2025-05-19 13:00:00,18.2,13.7,89,10.2,26.6,17040.0,0.0,1018.8
SPHZ,2025-05-19 14:00:00,17.9,14.4,92,10.4,24.8,18220.0,0.0,1018.2
SPHZ,2025-05-19 15:00:00,17.5,14.6,96,10.4,23.4,19380.0,0.0,1017.6
SPHZ,2025-05-19 16:00:00,17.0,14.6,99,9.5,21.6,20560.0,0.0,1017.2
SPHZ,2025-05-19 17:00:00,16.1,14.6,99,7.7,19.4,20560.0,0.0,1017.4
SPHZ,2025-05-19 18:00:00,15.0,14.4,100,5.5,16.9,20560.0,0.0,1017.9
SPHZ,2025-05-19 19:00:00,14.2,14.2,100,3.4,14.8,20560.0,0.0,1018.5
SPHZ,2025-05-19 20:00:00,13.7,13.7,96,1.5,12.6,21020.0,0.0,1019.1
SPHZ,2025-05-19 21:00:00,13.4,13.4,93,1.5,10.1,21500.0,0.0,1019.7
SPHZ,2025-05-19 22:00:00,13.3,13.3,89,2.6,7.9,21960.0,0.0,1020.0
SPHZ,2025-05-19 23:00:00,13.2,12.7,77,3.4,8.6,21420.0,0.0,1019.7
SPHZ,2025-05-20 00:00:00,13.2,12.1,64,3.8,9.4,20900.0,0.0,1019.2
SPHZ,2025-05-20 01:00:00,13.3,11.5,52,4.4,10.1,20360.0,0.0,1018.6
SPHZ,2025-05-20 02:00:00,13.5,10.8,47,4.6,11.2,21620.0,0.0,1018.1
SPHZ,2025-05-20 03:00:00,13.8,10.1,42,4.8,11.9,22880.0,0.0,1017.5
SPHZ,2025-05-20 04:00:00,14.2,9.4,37,4.8,13.0,24140.0,0.0,1017.2
SPHZ,2025-05-20 05:00:00,14.4,8.8,25,5.3,14.8,22860.0,0.0,1017.1
SPHZ,2025-05-20 06:00:00,14.8,8.3,12,6.5,16.2,21600.0,0.0,1017.2
SPHZ,2025-05-20 07:00:00,15.4,8.4,0,6.2,18.0,20320.0,0.0,1017.5
SPHZ,2025-05-20 08:00:00,16.7,9.6,11,2.3,20.2,21600.0,0.0,1018.2
SPHZ,2025-05-20 09:00:00,18.3,11.1,23,6.2,22.7,22860.0,0.0,1019.2
SPHZ,2025-05-20 10:00:00,19.4,12.6,34,11.1,24.8,24140.0,0.0,1019.8
SPHZ,2025-05-20 11:00:00,19.5,13.2,53,13.0,26.6,24140.0,0.0,1019.8
SPHZ,2025-05-20 12:00:00,19.1,13.5,71,13.0,28.4,24140.0,0.0,1019.4
SPHZ,2025-05-20 13:00:00,18.5,13.8,90,12.8,30.2,24140.0,0.0,1018.9
SPHZ,2025-05-20 14:00:00,17.9,14.0,93,12.4,28.4,23480.0,0.0,1018.3
SPHZ,2025-05-20 15:00:00,17.1,14.2,95,11.8,27.0,22840.0,0.0,1017.7
SPHZ,2025-05-20 16:00:00,16.4,14.2,98,10.2,25.2,22180.0,0.0,1017.3
SPHZ,2025-05-20 17:00:00,15.7,14.2,84,7.8,19.1,22840.0,0.0,1017.2
SPHZ,2025-05-20 18:00:00,15.0,14.1,70,4.6,13.0,23480.0,0.0,1017.4
SPHZ,2025-05-20 19:00:00,14.5,13.7,56,2.2,6.8,24140.0,0.0,1017.7
SPHZ,2025-05-20 20:00:00,14.2,13.2,50,1.8,8.3,21580.0,0.0,1018.2
SPHZ,2025-05-20 21:00:00,14.0,12.5,45,2.6,10.1,19020.0,0.0,1018.8
SPHZ,2025-05-20 22:00:00,13.9,11.9,39,2.7,11.5,16460.0,0.0,1019.2
SPHZ,2025-05-20 23:00:00,13.8,11.5,48,2.2,9.7,19020.0,0.0,1019.1
SPHZ,2025-05-21 00:00:00,13.9,12.0,84,1.0,10.4,16460.0,0.0,1018.1
SPHZ,2025-05-21 01:00:00,13.9,11.8,89,0.0,10.4,16580.0,0.0,1017.8
SPHZ,2025-05-21 02:00:00,13.8,11.5,89,0.5,9.0,19100.0,0.0,1017.5
SPHZ,2025-05-21 03:00:00,13.7,11.4,89,0.8,7.6,21620.0,0.0,1017.1
SPHZ,2025-05-21 04:00:00,13.7,11.2,89,1.1,6.1,24140.0,0.0,1016.9
SPHZ,2025-05-21 05:00:00,13.8,10.8,81,1.5,6.8,24140.0,0.0,1017.0
SPHZ,2025-05-21 06:00:00,14.1,10.4,72,2.3,7.2,24140.0,0.0,1017.2
SPHZ,2025-05-21 07:00:00,14.8,10.4,64,2.1,7.9,24140.0,0.0,1017.6
SPHZ,2025-05-21 08:00:00,16.1,11.2,60,1.9,12.6,24140.0,0.0,1018.3
SPHZ,2025-05-21 09:00:00,17.7,12.4,57,5.9,17.6,24140.0,0.0,1019.1
SPHZ,2025-05-21 10:00:00,18.9,13.3,53,9.4,22.3,24140.0,0.0,1019.5
SPHZ,2025-05-21 11:00:00,19.3,13.7,65,11.7,25.2,23840.0,0.0,1019.2
SPHZ,2025-05-21 12:00:00,19.2,13.8,77,12.9,27.7,23520.0,0.0,1018.4
SPHZ,2025-05-21 13:00:00,18.9,14.0,89,13.6,30.6,23220.0,0.0,1017.7
SPHZ,2025-05-21 14:00:00,18.5,14.2,91,13.2,30.2,21700.0,0.0,1017.1
SPHZ,2025-05-21 15:00:00,17.9,14.4,92,12.1,29.5,20200.0,0.0,1016.6
SPHZ,2025-05-21 16:00:00,17.1,14.4,94,10.2,29.2,18680.0,0.0,1016.3
SPHZ,2025-05-21 17:00:00,16.2,14.4,89,7.5,23.4,20500.0,0.0,1016.5
SPHZ,2025-05-21 18:00:00,15.2,14.4,83,4.0,17.6,22320.0,0.0,1016.9
SPHZ,2025-05-21 19:00:00,14.5,14.1,78,1.5,11.9,24140.0,0.0,1017.3
SPHZ,2025-05-21 20:00:00,14.3,13.4,79,1.1,11.5,24140.0,0.0,1017.5
SPHZ,2025-05-21 21:00:00,14.4,12.3,80,1.4,11.5,24140.0,0.0,1017.7
SPHZ,2025-05-21 22:00:00,14.6,11.4,81,1.8,11.2,24140.0,0.0,1017.7
SPHZ,2025-05-21 23:00:00,14.8,10.6,78,3.1,11.9,23620.0,0.0,1017.5
SPHZ,2025-05-22 00:00:00,15.8,9.4,15,3.3,13.3,18880.0,0.0,1017.1
SPHZ,2025-05-22 01:00:00,15.6,9.1,0,4.0,12.2,16520.0,0.0,1016.7
SPHZ,2025-05-22 02:00:00,15.6,8.6,0,5.1,13.7,17780.0,0.0,1016.2
SPHZ,2025-05-22 03:00:00,15.6,8.4,0,6.4,14.8,19020.0,0.0,1015.6
SPHZ,2025-05-22 04:00:00,15.7,8.0,0,7.3,16.2,20280.0,0.0,1015.3
SPHZ,2025-05-22 05:00:00,15.7,7.2,0,8.1,17.3,20500.0,0.0,1015.5
SPHZ,2025-05-22 06:00:00,15.8,6.8,0,8.8,18.4,20740.0,0.0,1015.9
SPHZ,2025-05-22 07:00:00,16.3,6.7,0,7.3,19.4,20960.0,0.0,1016.4
SPHZ,2025-05-22 08:00:00,17.7,7.7,1,2.4,21.6,22020.0,0.0,1017.1
SPHZ,2025-05-22 09:00:00,19.5,9.4,3,4.7,23.8,23080.0,0.0,1017.8
SPHZ,2025-05-22 10:00:00,20.6,11.2,4,10.0,25.9,24140.0,0.0,1018.3
SPHZ,2025-05-22 11:00:00,20.4,12.9,32,12.8,29.9,23880.0,0.1,1018.4
SPHZ,2025-05-22 12:00:00,19.4,14.0,59,14.1,34.2,23620.0,0.1,1018.2
SPHZ,2025-05-22 13:00:00,18.5,14.6,87,14.7,38.2,23360.0,0.1,1017.9
SPHZ,2025-05-22 14:00:00,17.9,14.8,89,15.2,38.9,23620.0,0.2,1017.5
SPHZ,2025-05-22 15:00:00,17.3,14.8,92,15.0,39.6,23880.0,0.2,1017.0
SPHZ,2025-05-22 16:00:00,16.7,14.7,94,13.5,40.3,24140.0,0.2,1016.8
SPHZ,2025-05-22 17:00:00,15.9,14.7,90,10.5,35.3,22320.0,0.0,1017.1
SPHZ,2025-05-22 18:00:00,15.0,14.7,87,6.4,30.6,20480.0,0.0,1017.6
SPHZ,2025-05-22 19:00:00,14.5,14.3,83,2.9,25.6,18660.0,0.0,1018.0
SPHZ,2025-05-22 20:00:00,14.5,13.6,74,0.8,21.6,18580.0,0.0,1018.2
SPHZ,2025-05-22 21:00:00,15.0,12.5,66,1.4,17.3,18520.0,0.0,1018.4
SPHZ,2025-05-22 22:00:00,15.3,11.5,57,2.2,13.3,18440.0,0.0,1018.4
SPHZ,2025-05-22 23:00:00,15.4,10.8,53,1.8,13.3,17860.0,0.0,1018.3
SPHZ,2025-05-23 00:00:00,15.4,10.1,34,5.6,11.5,22560.0,0.0,1017.5
SPHZ,2025-05-23 01:00:00,15.6,9.7,13,5.6,11.9,22580.0,0.0,1017.2
SPHZ,2025-05-23 02:00:00,15.5,9.4,19,5.7,11.5,23100.0,0.0,1017.0
SPHZ,2025-05-23 03:00:00,15.2,9.1,26,5.2,11.2,23620.0,0.0,1016.8
SPHZ,2025-05-23 04:00:00,15.1,9.0,32,5.4,10.8,24140.0,0.0,1016.8
SPHZ,2025-05-23 05:00:00,15.1,8.5,26,6.5,12.2,24140.0,0.0,1017.0
SPHZ,2025-05-23 06:00:00,15.2,8.2,20,7.3,14.0,24140.0,0.0,1017.4
SPHZ,2025-05-23 07:00:00,15.8,8.5,14,6.6,15.5,24140.0,0.0,1017.9
SPHZ,2025-05-23 08:00:00,17.1,9.5,19,2.3,17.6,24140.0,0.0,1018.6
SPHZ,2025-05-23 09:00:00,18.7,11.1,23,4.7,20.2,24140.0,0.0,1019.5
SPHZ,2025-05-23 10:00:00,19.9,12.4,28,9.6,22.3,24140.0,0.0,1020.0
SPHZ,2025-05-23 11:00:00,20.0,13.5,49,12.1,24.5,24000.0,0.0,1019.9
SPHZ,2025-05-23 12:00:00,19.6,14.2,71,13.1,27.0,23840.0,0.0,1019.6
SPHZ,2025-05-23 13:00:00,19.1,14.8,92,13.4,29.2,23700.0,0.0,1019.2
SPHZ,2025-05-23 14:00:00,18.4,15.1,90,12.4,28.4,20100.0,0.7,1018.9
SPHZ,2025-05-23 15:00:00,17.6,15.1,88,10.3,27.4,16520.0,0.7,1018.6
SPHZ,2025-05-23 16:00:00,16.9,15.1,86,7.8,26.6,12920.0,0.7,1018.4
SPHZ,2025-05-23 17:00:00,16.2,15.1,81,4.9,21.2,15900.0,0.0,1018.6
SPHZ,2025-05-23 18:00:00,15.6,15.2,77,1.3,15.5,18880.0,0.0,1018.9
SPHZ,2025-05-23 19:00:00,15.3,14.9,72,1.3,10.1,21860.0,0.0,1019.1
SPHZ,2025-05-23 20:00:00,15.5,13.7,49,2.7,9.4,20800.0,0.0,1019.1
SPHZ,2025-05-23 21:00:00,15.9,11.9,26,4.0,8.6,19740.0,0.0,1019.0
SPHZ,2025-05-23 22:00:00,16.2,10.3,3,4.3,7.9,18680.0,0.0,1018.9
SPHZ,2025-05-23 23:00:00,16.0,9.7,2,4.0,7.6,19980.0,0.0,1018.7
SPHZ,2025-05-24 00:00:00,15.7,9.6,1,3.0,6.8,22320.0,0.0,1018.5
SPHZ,2025-05-24 01:00:00,15.3,9.5,0,2.1,6.5,22640.0,0.0,1018.3
SPHZ,2025-05-24 02:00:00,15.1,9.6,14,1.8,6.8,23140.0,0.0,1018.1
SPHZ,2025-05-24 03:00:00,14.8,9.8,28,2.2,7.2,23640.0,0.0,1018.0
SPHZ,2025-05-24 04:00:00,14.6,9.8,42,2.5,7.6,24140.0,0.0,1018.0
SPHZ,2025-05-24 05:00:00,14.6,9.8,44,2.7,8.6,24140.0,0.0,1018.2
SPHZ,2025-05-24 06:00:00,14.6,9.6,47,3.3,9.7,24140.0,0.0,1018.6
SPHZ,2025-05-24 07:00:00,14.7,9.7,49,4.0,10.8,24140.0,0.0,1018.8
SPHZ,2025-05-24 08:00:00,14.7,10.7,99,8.2,2.5,23940.0,0.0,1014.1
SPHZ,2025-05-24 09:00:00,17.0,10.8,98,8.1,3.6,23760.0,0.0,1013.4
SPHZ,2025-05-24 10:00:00,18.8,10.6,97,8.1,4.7,23560.0,0.0,1012.3
SPHZ,2025-05-24 11:00:00,19.9,10.3,82,7.6,5.8,20020.0,0.1,1010.7
SPHZ,2025-05-24 12:00:00,20.5,10.3,67,6.3,6.5,16460.0,0.1,1008.9
SPHZ,2025-05-24 13:00:00,20.8,10.3,52,5.4,7.2,12920.0,0.1,1007.5
SPHZ,2025-05-24 14:00:00,20.5,10.3,64,5.1,7.6,13040.0,0.2,1006.7
SPHZ,2025-05-24 15:00:00,19.9,10.9,77,6.6,7.2,13160.0,0.2,1006.4
SPHZ,2025-05-24 16:00:00,19.1,11.1,89,7.9,7.2,13280.0,0.2,1006.6
SPHZ,2025-05-24 17:00:00,18.0,11.5,93,6.9,7.2,15420.0,0.2,1007.6
SPHZ,2025-05-24 18:00:00,16.6,12.0,96,4.8,7.2,17560.0,0.2,1009.1
SPHZ,2025-05-24 19:00:00,15.6,12.1,100,3.4,7.2,19700.0,0.2,1010.5
SPHZ,2025-05-24 20:00:00,15.0,12.1,99,3.4,6.8,21020.0,0.1,1011.7
SPHZ,2025-05-24 21:00:00,14.6,12.1,98,5.1,6.8,22360.0,0.1,1012.8
SPHZ,2025-05-24 22:00:00,14.3,12.0,97,6.7,6.1,23680.0,0.1,1013.5
SPHZ,2025-05-24 23:00:00,13.7,11.6,70,7.7,5.0,23840.0,0.0,1013.5
SPHZ,2025-06-05 00:00:00,15.8,1.8,0,5.5,11.2,22640.0,0.0,1016.3
SPHZ,2025-06-05 01:00:00,15.6,2.4,0,6.2,13.3,18160.0,0.0,1015.6
SPHZ,2025-06-05 02:00:00,15.1,3.0,0,7.6,16.2,13920.0,0.0,1015.7
SPHZ,2025-06-05 03:00:00,14.9,3.4,0,5.8,16.6,23540.0,0.0,1015.2
SPHZ,2025-06-05 04:00:00,14.4,3.6,0,7.2,14.8,24140.0,0.0,1015.5
SPHZ,2025-06-05 05:00:00,14.2,3.7,0,7.1,16.6,24140.0,0.0,1015.9
SPHZ,2025-06-05 06:00:00,14.1,3.3,0,7.5,17.6,24140.0,0.0,1016.4
SPHZ,2025-06-05 07:00:00,14.7,0.2,0,8.6,19.1,24140.0,0.0,1016.5
SPHZ,2025-06-05 08:00:00,16.8,2.4,0,4.5,18.7,24140.0,0.0,1017.4
