station,datetime,cloudbase_t+1
SPJR,2025-06-13 00:01:28.557568,93.63863298718375
SPQU,2025-06-13 00:01:29.872074,5.677810684901328
SPRU,2025-06-13 00:01:29.872074,92.47518542126613
SPZO,2025-06-13 00:01:29.872074,80.47771571824039
